,puntos_turisticos,viajeros_y_pernoctaciones,residencia,periodo,total
60236,34120 Palencia,Viajero,Residentes en EspaÃ±a,2015M02,
60237,34120 Palencia,Viajero,Residentes en EspaÃ±a,2015M01,
60238,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M12,
60239,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M11,
60240,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M10,
60241,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M09,
60242,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M08,
60243,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M07,
60244,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M06,
60245,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M05,
60246,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M04,
60247,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M03,
60248,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M02,
60249,34120 Palencia,Viajero,Residentes en EspaÃ±a,2014M01,
60304,34120 Palencia,Viajero,Residentes en EspaÃ±a,2009M06,
60309,34120 Palencia,Viajero,Residentes en EspaÃ±a,2009M01,
60365,34120 Palencia,Viajero,Residentes en el Extranjero,2021M07,
60367,34120 Palencia,Viajero,Residentes en el Extranjero,2021M05,
60368,34120 Palencia,Viajero,Residentes en el Extranjero,2021M04,
60369,34120 Palencia,Viajero,Residentes en el Extranjero,2021M03,
60370,34120 Palencia,Viajero,Residentes en el Extranjero,2021M02,
60371,34120 Palencia,Viajero,Residentes en el Extranjero,2021M01,
60372,34120 Palencia,Viajero,Residentes en el Extranjero,2020M12,
60373,34120 Palencia,Viajero,Residentes en el Extranjero,2020M11,
60374,34120 Palencia,Viajero,Residentes en el Extranjero,2020M10,
60375,34120 Palencia,Viajero,Residentes en el Extranjero,2020M09,
60376,34120 Palencia,Viajero,Residentes en el Extranjero,2020M08,
60377,34120 Palencia,Viajero,Residentes en el Extranjero,2020M07,
60381,34120 Palencia,Viajero,Residentes en el Extranjero,2020M03,
60396,34120 Palencia,Viajero,Residentes en el Extranjero,2018M12,
60397,34120 Palencia,Viajero,Residentes en el Extranjero,2018M11,
60398,34120 Palencia,Viajero,Residentes en el Extranjero,2018M10,
60399,34120 Palencia,Viajero,Residentes en el Extranjero,2018M09,
60400,34120 Palencia,Viajero,Residentes en el Extranjero,2018M08,
60401,34120 Palencia,Viajero,Residentes en el Extranjero,2018M07,
60402,34120 Palencia,Viajero,Residentes en el Extranjero,2018M06,
60403,34120 Palencia,Viajero,Residentes en el Extranjero,2018M05,
60404,34120 Palencia,Viajero,Residentes en el Extranjero,2018M04,
60405,34120 Palencia,Viajero,Residentes en el Extranjero,2018M03,
60406,34120 Palencia,Viajero,Residentes en el Extranjero,2018M02,
60407,34120 Palencia,Viajero,Residentes en el Extranjero,2018M01,
60408,34120 Palencia,Viajero,Residentes en el Extranjero,2017M12,
60409,34120 Palencia,Viajero,Residentes en el Extranjero,2017M11,
60410,34120 Palencia,Viajero,Residentes en el Extranjero,2017M10,
60411,34120 Palencia,Viajero,Residentes en el Extranjero,2017M09,
60412,34120 Palencia,Viajero,Residentes en el Extranjero,2017M08,
60413,34120 Palencia,Viajero,Residentes en el Extranjero,2017M07,
60414,34120 Palencia,Viajero,Residentes en el Extranjero,2017M06,
60419,34120 Palencia,Viajero,Residentes en el Extranjero,2017M01,
60420,34120 Palencia,Viajero,Residentes en el Extranjero,2016M12,
60421,34120 Palencia,Viajero,Residentes en el Extranjero,2016M11,
60422,34120 Palencia,Viajero,Residentes en el Extranjero,2016M10,
60423,34120 Palencia,Viajero,Residentes en el Extranjero,2016M09,
60424,34120 Palencia,Viajero,Residentes en el Extranjero,2016M08,
60425,34120 Palencia,Viajero,Residentes en el Extranjero,2016M07,
60430,34120 Palencia,Viajero,Residentes en el Extranjero,2016M02,
60431,34120 Palencia,Viajero,Residentes en el Extranjero,2016M01,
60432,34120 Palencia,Viajero,Residentes en el Extranjero,2015M12,
60433,34120 Palencia,Viajero,Residentes en el Extranjero,2015M11,
60434,34120 Palencia,Viajero,Residentes en el Extranjero,2015M10,
60435,34120 Palencia,Viajero,Residentes en el Extranjero,2015M09,
60436,34120 Palencia,Viajero,Residentes en el Extranjero,2015M08,
60437,34120 Palencia,Viajero,Residentes en el Extranjero,2015M07,
60438,34120 Palencia,Viajero,Residentes en el Extranjero,2015M06,
60439,34120 Palencia,Viajero,Residentes en el Extranjero,2015M05,
60440,34120 Palencia,Viajero,Residentes en el Extranjero,2015M04,
60441,34120 Palencia,Viajero,Residentes en el Extranjero,2015M03,
60442,34120 Palencia,Viajero,Residentes en el Extranjero,2015M02,
60443,34120 Palencia,Viajero,Residentes en el Extranjero,2015M01,
60444,34120 Palencia,Viajero,Residentes en el Extranjero,2014M12,
60445,34120 Palencia,Viajero,Residentes en el Extranjero,2014M11,
60446,34120 Palencia,Viajero,Residentes en el Extranjero,2014M10,
60447,34120 Palencia,Viajero,Residentes en el Extranjero,2014M09,
60448,34120 Palencia,Viajero,Residentes en el Extranjero,2014M08,
60449,34120 Palencia,Viajero,Residentes en el Extranjero,2014M07,
60450,34120 Palencia,Viajero,Residentes en el Extranjero,2014M06,
60451,34120 Palencia,Viajero,Residentes en el Extranjero,2014M05,
60452,34120 Palencia,Viajero,Residentes en el Extranjero,2014M04,
60453,34120 Palencia,Viajero,Residentes en el Extranjero,2014M03,
60454,34120 Palencia,Viajero,Residentes en el Extranjero,2014M02,
60455,34120 Palencia,Viajero,Residentes en el Extranjero,2014M01,
60510,34120 Palencia,Viajero,Residentes en el Extranjero,2009M06,
60515,34120 Palencia,Viajero,Residentes en el Extranjero,2009M01,
60571,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M07,
60573,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M05,
60574,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M04,
60575,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M03,
60576,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M02,
60577,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2021M01,
60578,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M12,
60579,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M11,
60580,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M10,
60581,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M09,
60582,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M08,
60583,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M07,
60587,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2020M03,
60602,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M12,
60603,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M11,
60604,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M10,
60605,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M09,
60606,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M08,
60607,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M07,
60608,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M06,
60609,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M05,
60610,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M04,
60611,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M03,
60612,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M02,
60613,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2018M01,
60614,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M12,
60615,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M11,
60616,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M10,
60617,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M09,
60618,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M08,
60619,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M07,
60620,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M06,
60625,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2017M01,
60626,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M12,
60627,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M11,
60628,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M10,
60629,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M09,
60630,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M08,
60631,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M07,
60636,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M02,
60637,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2016M01,
60638,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M12,
60639,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M11,
60640,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M10,
60641,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M09,
60642,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M08,
60643,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M07,
60644,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M06,
60645,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M05,
60646,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M04,
60647,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M03,
60648,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M02,
60649,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2015M01,
60650,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M12,
60651,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M11,
60652,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M10,
60653,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M09,
60654,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M08,
60655,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M07,
60656,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M06,
60657,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M05,
60658,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M04,
60659,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M03,
60660,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M02,
60661,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2014M01,
60716,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2009M06,
60721,34120 Palencia,Pernoctaciones,Residentes en EspaÃ±a,2009M01,
60777,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M07,
60779,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M05,
60780,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M04,
60781,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M03,
60782,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M02,
60783,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2021M01,
60784,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M12,
60785,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M11,
60786,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M10,
60787,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M09,
60788,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M08,
60789,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M07,
60793,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2020M03,
60808,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M12,
60809,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M11,
60810,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M10,
60811,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M09,
60812,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M08,
60813,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M07,
60814,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M06,
60815,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M05,
60816,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M04,
60817,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M03,
60818,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M02,
60819,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2018M01,
60820,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M12,
60821,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M11,
60822,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M10,
60823,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M09,
60824,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M08,
60825,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M07,
60826,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M06,
60831,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2017M01,
60832,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M12,
60833,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M11,
60834,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M10,
60835,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M09,
60836,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M08,
60837,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M07,
60842,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M02,
60843,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2016M01,
60844,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M12,
60845,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M11,
60846,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M10,
60847,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M09,
60848,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M08,
60849,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M07,
60850,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M06,
60851,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M05,
60852,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M04,
60853,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M03,
60854,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M02,
60855,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2015M01,
60856,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M12,
60857,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M11,
60858,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M10,
60859,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M09,
60860,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M08,
60861,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M07,
60862,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M06,
60863,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M05,
60864,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M04,
60865,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M03,
60866,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M02,
60867,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2014M01,
60922,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2009M06,
60927,34120 Palencia,Pernoctaciones,Residentes en el Extranjero,2009M01,
61812,35015 PÃ¡jara,Viajero,Residentes en EspaÃ±a,2021M02,
62018,35015 PÃ¡jara,Viajero,Residentes en el Extranjero,2021M02,
62224,35015 PÃ¡jara,Pernoctaciones,Residentes en EspaÃ±a,2021M02,
62430,35015 PÃ¡jara,Pernoctaciones,Residentes en el Extranjero,2021M02,
64280,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M06,
64281,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M05,
64282,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M04,
64283,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M03,
64284,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M02,
64285,35024 Teguise,Viajero,Residentes en EspaÃ±a,2021M01,
64291,35024 Teguise,Viajero,Residentes en EspaÃ±a,2020M07,
64346,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M12,
64347,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M11,
64348,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M10,
64349,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M09,
64350,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M08,
64351,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M07,
64352,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M06,
64353,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M05,
64354,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M04,
64355,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M03,
64356,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M02,
64357,35024 Teguise,Viajero,Residentes en EspaÃ±a,2015M01,
64358,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M12,
64359,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M11,
64360,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M10,
64361,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M09,
64362,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M08,
64363,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M07,
64364,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M06,
64365,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M05,
64366,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M04,
64367,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M03,
64368,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M02,
64369,35024 Teguise,Viajero,Residentes en EspaÃ±a,2014M01,
64370,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M12,
64371,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M11,
64372,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M10,
64373,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M09,
64374,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M08,
64375,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M07,
64376,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M06,
64377,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M05,
64378,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M04,
64379,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M03,
64380,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M02,
64381,35024 Teguise,Viajero,Residentes en EspaÃ±a,2013M01,
64382,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M12,
64383,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M11,
64384,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M10,
64385,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M09,
64386,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M08,
64387,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M07,
64388,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M06,
64389,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M05,
64390,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M04,
64391,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M03,
64392,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M02,
64393,35024 Teguise,Viajero,Residentes en EspaÃ±a,2012M01,
64394,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M12,
64395,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M11,
64396,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M10,
64397,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M09,
64398,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M08,
64399,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M07,
64400,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M06,
64401,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M05,
64402,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M04,
64403,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M03,
64404,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M02,
64405,35024 Teguise,Viajero,Residentes en EspaÃ±a,2011M01,
